,acc,loss,val_acc,val_loss
49,0.9208999970555305,0.2695534597709775,0.9360999971628189,0.22460849283263087
50,0.9194999960064888,0.2776785035803914,0.9326000002026558,0.23272963535040617
51,0.9217999970912933,0.25866919798776505,0.9380999964475631,0.21163134153932334
52,0.9175999984145164,0.2612895669788122,0.9371000000834465,0.21325067438185216
53,0.9188999986648559,0.2702373833023012,0.9429999965429307,0.1966700266767293
54,0.9319999971985817,0.2340214175824076,0.9416999965906143,0.19071207840926946
55,0.9261999952793122,0.2564167821779847,0.9413999956846237,0.2076547955814749
56,0.9309999966621398,0.23571158461272718,0.941699996292591,0.20360792850144208
57,0.924599996805191,0.25228555329144003,0.9394999983906746,0.20631139900535345
58,0.9274999964237213,0.2366632217168808,0.9332999965548515,0.22291755659505724
59,0.9284999963641166,0.2495058481581509,0.9393999981880188,0.20075991143472494
60,0.9271999961137771,0.24663682278245688,0.9428999960422516,0.19365881813690067
61,0.9229999962449074,0.2567033608444035,0.9398999986052513,0.20746710017323494
62,0.9286999946832657,0.24215635284781456,0.9371999976038933,0.2147757281549275
63,0.9284999966621399,0.24129647597670556,0.9385999971628189,0.2083776726014912
64,0.9330999973416328,0.2322425721026957,0.9422999975085259,0.20303289166651667
65,0.9269999969005585,0.24707445442676546,0.9369999969005585,0.21578125387430191
66,0.9315999990701676,0.23854061368852852,0.9441999971866608,0.1887903433572501
67,0.9280999982357026,0.24643137523904443,0.9421999979019166,0.20218531328253447
68,0.9316999983787536,0.23088546209037303,0.9349999976158142,0.22004522326402365
69,0.9295999953150749,0.2407047502323985,0.9428999954462052,0.19458124835509807
70,0.9290999987721443,0.24287387907505034,0.9397999975085258,0.20189521454274653
71,0.930499997138977,0.2370672501809895,0.9446999976038932,0.18993815986439586
72,0.9327999979257584,0.23447497623041272,0.9426999974250794,0.19636906949803234
73,0.9263999968767166,0.23995254658162593,0.9474999982118607,0.17938992579467594
74,0.9352999973297119,0.2185019730217755,0.9445999976992607,0.19245103249326348
75,0.9346999952197075,0.22136791477911175,0.9481000000238419,0.18109421845525503
76,0.9362999972701073,0.21728788467124105,0.9375999969244003,0.2065681700501591
77,0.937299997806549,0.21818352488800882,0.9470999982953071,0.18214992865920066
78,0.9360999971628189,0.21092526479624213,0.9450999972224235,0.18346170762553812
79,0.9320999965071678,0.22914187690243126,0.9494999986886978,0.17210238488391041
80,0.9297999975085258,0.2329116986505687,0.9498999959230423,0.1701709069032222
81,0.9315000003576279,0.22486743313260377,0.9524000000953674,0.161642564246431
82,0.9382999986410141,0.20666892854496838,0.9425999993085861,0.182600562190637
83,0.9366999986767769,0.22227641992270947,0.9464999973773957,0.17944465924054384
84,0.9327999955415726,0.22943209510296583,0.9441999986767768,0.1831274047587067
85,0.937599996626377,0.20832004267722368,0.9449999958276749,0.1805387006048113
86,0.9416999977827072,0.20026189532130956,0.9460999995470047,0.18613601623103024
87,0.936799997985363,0.2145126561820507,0.9533999979496002,0.1653504073061049
88,0.9375999963283539,0.21247202087193728,0.9452999994158745,0.1872996025066823
89,0.9327999973297119,0.22139025243930519,0.9460999968647957,0.18036706981249154
90,0.9361999991536141,0.2060837645456195,0.950499999821186,0.16860484106466175
91,0.9372999969124794,0.22412634030915796,0.9460999983549118,0.18898268716409802
92,0.9415999990701676,0.2013957654684782,0.9491000005602837,0.1722827635053545
93,0.936599996984005,0.21638908384367825,0.9439999970793724,0.1925447213742882
94,0.9428999984264373,0.19933335797861218,0.9428999990224838,0.19462450494989753
95,0.9364999958872795,0.21260569581761957,0.9478000000119209,0.17150656652636825
96,0.937499997317791,0.2011501393467188,0.9495999988913536,0.17399185378104448
97,0.9389999982714653,0.21122252950444817,0.942899999320507,0.1825796721689403
98,0.9405999994277954,0.20876008285209535,0.9460999968647957,0.18288551620207727
99,0.9347999981045723,0.21590894730761648,0.952199998497963,0.16483145479112862
100,0.9363999968767166,0.20709685197100045,0.9524000003933907,0.16294661602936686
101,0.9374999976158143,0.2075620036618784,0.946799995303154,0.19098302518948912
102,0.942499997317791,0.19080870031379163,0.9476999986171722,0.17602290999144315
103,0.9414999976754188,0.1999104794859886,0.946599999666214,0.17387369198724628
104,0.9406999987363815,0.20018710697069764,0.950499997138977,0.16697491962462663
105,0.9419999998807908,0.20334971852600575,0.9481999996304512,0.1723383666947484
106,0.9369999971985817,0.21182444581761956,0.9477999991178513,0.1775572015810758
107,0.9400999972224235,0.20136518388055266,0.9479999974370003,0.18246053057722747
108,0.9377999979257584,0.21549792733043432,0.9454999962449073,0.18589407104067504
109,0.9405999970436096,0.2061981282569468,0.947699998319149,0.18134062291122974
110,0.9385999983549118,0.2018117493763566,0.9428999981284142,0.18089816082268953
111,0.9383999979496003,0.21409924895502627,0.9506999990344047,0.16659923865459858
